Site,Year,Phys_Zone,Abv_Bel_Esc,Stream_Order,Subwatershed_No,UTM_E,UTM_N,EPSG,Bivalvia;Unionoida;Unionidae,Bivalvia;Veneroida;Pisidiidae,Gastropoda;;,Gastropoda;Architaenioglossa;Viviparidae,Gastropoda;Basommatophora;Ancylidae,Gastropoda;Basommatophora;Lymnaeidae,Gastropoda;Basommatophora;Physidae,Gastropoda;Basommatophora;Planorbidae,Gastropoda;Heterostropha;Valvatidae,Gastropoda;Neotaenioglossa;Hydrobiidae,Gastropoda;Neotaenioglossa;Pleuroceridae,Hirudinea;Arhynchobdellida;Erpobdellidae,Hirudinea;Rhynchobdellida;Glossiphoniidae,Hirudinea;Rhynchobdellida;Piscicolidae,Insecta;Coleoptera;Curculionidae,Insecta;Coleoptera;Dryopidae,Insecta;Coleoptera;Dytiscidae,Insecta;Coleoptera;Elmidae,Insecta;Coleoptera;Gyrinidae,Insecta;Coleoptera;Haliplidae,Insecta;Coleoptera;Helophoridae,Insecta;Coleoptera;Hydraenidae,Insecta;Coleoptera;Hydrochidae,Insecta;Coleoptera;Hydrophilidae,Insecta;Coleoptera;Lutrochidae,Insecta;Coleoptera;Psephenidae,Insecta;Diptera;Athericidae,Insecta;Diptera;Ceratopogonidae,Insecta;Diptera;Chaoboridae,Insecta;Diptera;Chironomidae,Insecta;Diptera;Culicidae,Insecta;Diptera;Dixidae,Insecta;Diptera;Dolichopodidae,Insecta;Diptera;Empididae,Insecta;Diptera;Ephydridae,Insecta;Diptera;Muscidae,Insecta;Diptera;Psychodidae,Insecta;Diptera;Ptychopteridae,Insecta;Diptera;Simuliidae,Insecta;Diptera;Stratiomyidae,Insecta;Diptera;Tabanidae,Insecta;Diptera;Tipulidae,Insecta;Ephemeroptera;,Insecta;Ephemeroptera;Ameletidae,Insecta;Ephemeroptera;Baetidae,Insecta;Ephemeroptera;Baetiscidae,Insecta;Ephemeroptera;Caenidae,Insecta;Ephemeroptera;Ephemerellidae,Insecta;Ephemeroptera;Ephemeridae,Insecta;Ephemeroptera;Heptageniidae,Insecta;Ephemeroptera;Isonychiidae,Insecta;Ephemeroptera;Leptohyphidae,Insecta;Ephemeroptera;Leptophlebiidae,Insecta;Ephemeroptera;Polymitarcyidae,Insecta;Ephemeroptera;Potamanthidae,Insecta;Ephemeroptera;Siphlonuridae,Insecta;Hemiptera;Belostomatidae,Insecta;Hemiptera;Corixidae,Insecta;Megaloptera;Corydalidae,Insecta;Megaloptera;Sialidae,Insecta;Odonata;,Insecta;Odonata;Aeshnidae,Insecta;Odonata;Calopterygidae,Insecta;Odonata;Coenagrionidae,Insecta;Odonata;Cordulegastridae,Insecta;Odonata;Corduliidae,Insecta;Odonata;Gomphidae,Insecta;Odonata;Libellulidae,Insecta;Plecoptera;,Insecta;Plecoptera;Capniidae,Insecta;Plecoptera;Chloroperlidae,Insecta;Plecoptera;Leuctridae,Insecta;Plecoptera;Nemouridae,Insecta;Plecoptera;Perlidae,Insecta;Plecoptera;Perlodidae,Insecta;Plecoptera;Pteronarcyidae,Insecta;Plecoptera;Taeniopterygidae,Insecta;Trichoptera;,Insecta;Trichoptera;Brachycentridae,Insecta;Trichoptera;Dipseudopsidae,Insecta;Trichoptera;Glossosomatidae,Insecta;Trichoptera;Goeridae,Insecta;Trichoptera;Helicopsychidae,Insecta;Trichoptera;Hydropsychidae,Insecta;Trichoptera;Hydroptilidae,Insecta;Trichoptera;Lepidostomatidae,Insecta;Trichoptera;Leptoceridae,Insecta;Trichoptera;Limnephilidae,Insecta;Trichoptera;Molannidae,Insecta;Trichoptera;Philopotamidae,Insecta;Trichoptera;Phryganeidae,Insecta;Trichoptera;Polycentropodidae,Insecta;Trichoptera;Psychomyiidae,Insecta;Trichoptera;Rhyacophilidae,Insecta;Trichoptera;Uenoidae,Malacostraca;Amphipoda;,Malacostraca;Amphipoda;Crangonyctidae,Malacostraca;Amphipoda;Gammaridae,Malacostraca;Amphipoda;Hyalellidae,Malacostraca;Isopoda;Asellidae,Oligochaeta;;,Oligochaeta;Branchiobdellida;Cambarincolidae,Oligochaeta;Haplotaxida;Enchytraeidae,Oligochaeta;Haplotaxida;Lumbricidae,Oligochaeta;Haplotaxida;Sparganophilidae,Oligochaeta;Lumbriculida;Lumbriculidae,Oligochaeta;Tubificida;Naididae
501100002,2007,Middle,Below,4,10,579834,4831177,26917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,4,0,0,0,0,2,0,0,104,0,0,234,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,224,68,0,0,0,0,32,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
501100002,2008,Middle,Below,4,10,579834,4831177,26917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,0,0,0,0,0,0,0,0,0,0,0,804,0,0,0,16,0,0,0,0,16,0,0,105,0,0,716,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1160,1092,0,0,0,0,52,0,0,0,0,0,0,0,0,8,124,0,0,0,0,0,52,0
501100002,2009,Middle,Below,4,10,579834,4831177,26917,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0,0,0,1868,0,0,0,32,0,0,0,0,304,0,0,216,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,32,0,0,412,400,0,0,1,0,328,0,0,0,0,0,0,0,0,64,212,0,0,0,0,0,0,0
501100002,2010,Middle,Below,4,10,579834,4831177,26917,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,0,0,0,0,0,0,0,0,0,4,0,432,0,0,0,36,0,0,0,0,12,0,0,128,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,80,0,0,4,0,88,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0
501100002,2011,Middle,Below,4,10,579834,4831177,26917,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,456,0,0,0,90,0,0,0,0,122,0,0,24,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,46,0,0,6,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
501100002,2013,Middle,Below,4,10,579834,4831177,26917,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,5,0,0,0,0,6,0,0,82,0,0,155,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0
501100002,2015,Middle,Below,4,10,579834,4831177,26917,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,6,0,0,0,0,8,0,0,7,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,2
501130014,1999,Middle,Below,4,13,586177,4851824,26917,0,81,0,16,0,0,1,0,0,0,23,0,0,0,0,0,0,24,0,0,0,0,0,0,0,4,0,1,0,64,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,1,0,1,4,0,2,0,0,0,0,0,27,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,3,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,4
501130014,2000,Middle,Below,4,13,586177,4851824,26917,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,6,0,0,86,0,0,0,0,0,0,0,0,0,0,0,23,0,0,201,0,16,9,0,1,37,39,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,49,0,0,0,0,0,7,0,0,0,3,0,0,0,1,0,0,0,0,0,0,12,0,0
501130014,2001,Middle,Below,4,13,586177,4851824,26917,0,21,0,1,3,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,1,0,0,26,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0
501130014,2002,Middle,Below,4,13,586177,4851824,26917,0,12,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,4,0,86,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20
501130014,2003,Middle,Below,4,13,586177,4851824,26917,0,43,0,0,1,0,3,1,0,24,0,0,0,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,51,0,0,0,2,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,7,3,0,0,0,6,0,0,0,0,0,0,0,0,11
501130014,2004,Middle,Below,4,13,586177,4851824,26917,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,2,0,0,0,36,0,0,0,2,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,4,0,0,0,0,2,0,0,4,0,0,0,0,0,0
501130014,2005,Middle,Below,4,13,586177,4851824,26917,0,24,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0,8,0,32,0,460,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,96
501130014,2006,Middle,Below,4,13,586177,4851824,26917,0,88,0,114,0,0,0,0,0,16,38,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,0,184,0,728,0,0,0,0,0,0,0,0,0,0,160,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,360,0,8,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,840
501130014,2007,Middle,Below,4,13,586177,4851824,26917,0,16,0,20,0,0,0,0,0,4,16,0,0,0,0,0,0,664,0,0,0,0,0,0,0,4,0,32,0,816,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,2028,0,0,0,4,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,84,8,0,0,0,0,0,0,0,16
501130014,2008,Middle,Below,4,13,586177,4851824,26917,0,205,0,61,4,0,1,0,0,60,28,4,0,0,0,0,0,756,0,0,0,0,0,0,0,0,8,0,0,244,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,232,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,1,0,0,4,0,0,0,0,0,0,600,0,172,0,0,0,0,0,0,72
501130014,2009,Middle,Below,4,13,586177,4851824,26917,0,30,0,16,0,30,0,7,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,4,0,0,0,0,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,16,0,0,0,0,0,0,0,0,0
501130014,2010,Middle,Below,4,13,586177,4851824,26917,0,144,0,2,32,0,8,0,0,8,64,0,0,0,0,0,0,560,0,0,0,0,0,0,0,40,0,0,0,608,0,0,0,72,0,0,0,0,0,0,64,112,0,0,8,0,0,0,0,24,0,0,0,0,0,0,0,64,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,344,0,0,0,0,0,0,0,0,0,0,2,0,0,304,0,8,0,0,0,0,0,0,0
501130014,2011,Middle,Below,4,13,586177,4851824,26917,0,62,0,0,14,0,0,0,0,24,92,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,80,4,0,18,4,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0
501130014,2012,Middle,Below,4,13,586177,4851824,26917,0,217,0,2,26,0,0,2,0,2,144,0,0,0,0,0,0,372,0,0,0,0,0,0,0,6,0,0,0,80,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,162,0,0,4,2,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0
501130014,2013,Middle,Below,4,13,586177,4851824,26917,0,49,0,0,5,0,0,0,0,0,34,0,0,0,0,0,0,301,0,0,0,0,0,0,0,1,0,0,0,93,0,0,1,12,0,0,0,0,2,0,0,8,0,0,51,0,16,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,105,0,0,1,0,0,8,0,0,9,0,0,0,0,17,0,1,0,0,0,0,0,0,0
501130014,2014,Middle,Below,4,13,586177,4851824,26917,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,516,0,1,0,0,0,0,0,7,0,0,0,49,0,0,0,9,0,0,0,0,0,0,3,35,0,0,33,0,0,0,0,0,0,3,0,0,0,0,0,18,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,228,0,0,12,0,0,0,0,0,16,0,4,0,0,132,0,2,0,0,0,0,0,0,0
501150001,1999,Upper,Above,5,15,579415,4849647,26917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,15,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,4,1
501150001,2000,Upper,Above,5,15,579415,4849647,26917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14
501150001,2001,Upper,Above,5,15,579415,4849647,26917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,10,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,1,11,5
501150001,2002,Upper,Above,5,15,579415,4849647,26917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,1,0,167,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,11,0,0,2,2,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,6,15,1,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,2,4
501150001,2003,Upper,Above,5,15,579415,4849647,26917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,1,0,0,0,0,1,0,0,1,0,0,20,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,3,0,1,0,0,2,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,4,5
501150001,2004,Upper,Above,5,15,579415,4849647,26917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,4,0,0,2,0,0,18,0,11,2,0,4,5,17,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11,3,0,0,1,0,2,0,0,2,0,0,0,0,76,0,0,3,0,0,0,0,0,0
501150001,2005,Upper,Above,5,15,579415,4849647,26917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,3,0,0,0,904,0,0,0,12,0,0,0,0,0,0,0,0,0,0,48,0,6,0,0,3,54,27,0,0,0,0,0,0,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,345,12,0,39,0,0,0,0,0,0,24,0,0,0,318,0,0,0,0,0,0,21,9,45
501150001,2006,Upper,Above,5,15,579415,4849647,26917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,4,0,0,0,660,0,0,0,0,0,0,0,0,20,0,0,56,0,0,20,0,4,0,0,8,36,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,48,60,0,0,0,0,2,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,32
501150001,2007,Upper,Above,5,15,579415,4849647,26917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,636,0,0,0,4,0,0,0,2,0,0,0,24,0,0,46,0,4,0,70,54,12,2,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,132,24,0,6,0,0,10,0,0,0,6,0,0,0,336,0,0,0,0,0,4,0,0,0
501150001,2008,Upper,Above,5,15,579415,4849647,26917,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,6,0,0,4,0,0,246,0,0,6,0,0,18,128,0,0,0,0,0,4,25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,12,0,0,76,10,0,4,0,0,4,0,0,0,4,0,0,12,290,0,0,0,0,0,2,0,0,0
501150001,2009,Upper,Above,5,15,579415,4849647,26917,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,4,0,0,0,145,0,0,0,1,0,0,0,0,8,0,0,1,0,0,1180,0,0,624,0,0,21,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,256,0,0,0,0,0,36,0,0,0,28,0,0,0,548,0,0,0,0,0,0,0,0,0
501150001,2010,Upper,Above,5,15,579415,4849647,26917,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,12,0,0,332,0,0,0,4,0,0,0,0,12,0,0,8,0,0,324,0,4,0,0,32,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,292,32,0,0,4,0,32,0,0,0,45,0,0,0,352,0,0,0,0,0,0,0,0,0
501150001,2011,Upper,Above,5,15,579415,4849647,26917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0,0,0,0,0,32,0,0,0,0,0,488,0,80,96,0,132,44,48,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,160,164,0,4,0,0,92,0,0,0,4,0,0,0,500,0,0,0,0,0,4,0,0,0
501150001,2012,Upper,Above,5,15,579415,4849647,26917,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,36,0,0,2,0,0,0,0,2,0,0,70,0,0,0,0,34,6,14,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,176,4,0,2,0,0,4,0,0,0,6,0,0,0,736,0,0,0,0,0,6,0,0,0
501150001,2013,Upper,Above,5,15,579415,4849647,26917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,8,0,0,0,562,0,0,0,8,0,0,0,0,17,0,0,4,0,0,18,0,0,16,0,1,0,141,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,2,0,4,0,0,73,266,0,0,0,0,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
501150001,2014,Upper,Above,5,15,579415,4849647,26917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,10,0,0,0,276,0,0,0,0,0,0,0,0,13,0,0,1,0,0,21,0,43,0,0,1,20,40,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,285,4,0,2,0,0,36,0,0,0,13,0,0,0,386,0,0,0,0,0,2,0,0,0
501150001,2015,Upper,Above,5,15,579415,4849647,26917,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,2,0,0,0,0,1,0,0,1,0,0,5,0,1,22,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,3,0,0,49,2,0,2,0,0,3,0,0,0,5,0,0,0,43,0,0,0,0,0,6,0,0,3
501150001,2016,Upper,Above,5,15,579415,4849647,26917,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,1,0,0,0,0,0,0,1,5,0,0,7,0,1,15,0,14,1,1,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,11,2,0,0,0,0,1,0,1,0,1,0,0,0,23,0,0,0,0,0,4,0,0,29
501160001,1999,Upper,Above,4,16,578412,4855105,26917,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,10,4,0,1,0,0,0,1,0,0,0,0,0,123,0,0,0,1,0,3,0,5,1,0,3,14,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,0,0
501160001,2000,Upper,Above,4,16,578412,4855105,26917,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,36,0,4,13,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,1,0,25
501160001,2001,Upper,Above,4,16,578412,4855105,26917,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,33,14,0,1,0,0,0,1,0,0,0,0,0,283,0,0,0,0,0,0,0,0,15,0,1,9,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0,0,12,0,0,0,1,0,5,0,0,0,0,0,419,0,0,0,0,1,0,10
501160001,2002,Upper,Above,4,16,578412,4855105,26917,0,5,0,0,0,2,12,1,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,39,0,2,2,0,0,185,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,8,0,0,0,11,0,0,0,2,0,0,0,0,0,99,0,0,2,0,0,0,12
501160001,2003,Upper,Above,4,16,578412,4855105,26917,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,1,0,76,0,0,0,3,0,1,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,0,0,0,0,0,0,181
501160001,2004,Upper,Above,4,16,578412,4855105,26917,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,14,6,0,5,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,64,0,4,2,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,158,102,0,0,0,0,0,0
501160001,2005,Upper,Above,4,16,578412,4855105,26917,0,2,0,0,0,0,67,0,0,0,0,0,1,0,0,0,31,117,0,0,0,0,0,0,0,0,0,0,0,917,0,9,0,0,0,0,0,0,2436,1,3,153,0,0,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,1643,3,10,0,15,0,2,0,0,0,1,0,0,0,0,0,1142,0,0,0,0,0,0,71
501160001,2006,Upper,Above,4,16,578412,4855105,26917,0,10,0,0,0,1,27,0,0,0,0,0,1,0,0,0,11,58,0,22,0,0,0,0,0,0,0,0,0,237,0,4,0,0,0,0,0,0,82,1,62,56,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12,0,1,0,2,0,18,0,0,0,0,0,0,0,0,0,514,0,0,0,3,0,0,64
501160001,2007,Upper,Above,4,16,578412,4855105,26917,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,12,0,2,0,1182,0,0,0,6,0,0,0,0,250,0,4,86,0,0,42,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,48,2,6,0,0,0,10,0,0,0,2,0,0,0,0,0,890,0,0,0,0,0,0,0
501160001,2008,Upper,Above,4,16,578412,4855105,26917,0,10,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,220,0,2,0,0,0,0,0,0,2,0,0,570,0,0,0,4,0,0,0,0,112,0,0,30,0,0,178,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,30,0,0,0,8,0,10,0,0,0,2,0,0,0,0,0,404,0,0,0,0,0,0,0
501160001,2009,Upper,Above,4,16,578412,4855105,26917,0,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,3,0,0,0,0,32,0,3,37,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,129,0,4,0,0,0,34,0,0,0,39,0,0,0,0,0,134,0,0,0,0,0,0,0
